Station,Site Name,Network Code,Blockette 052,Azimuth,Channel Flags,Channel Identifier,Data Format Identifier Code,Data Record Length,Dip,Elevation,End Date,Instrument Identifier,Latitude,Local Depth,Location Identifier,Longitude,Max Clock Drift,Number Of Comments,Optional Comment,Record Id,Record Type,Sample Rate,Start Date,Subchannel Identifier,Units Of Calibration Input,Units Of Signal Response,Update Flag,Blockette 058,Frequency,Number Of History Values,Sensitivity Gain,Stage Sequence Number
CELP,Cerrillos Dam Ponce,PR,Channel Identifier Blockette,0.0,CG,HHZ,3,12,-90.0,197.0,,18,18.07485,1.0,00,-66.579167,0.0,0,sn 3035,None,S,100.0,2019-10-30T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,481000000.0,0
CELP,Cerrillos Dam Ponce,PR,Channel Identifier Blockette,358.0,CG,HN1,3,12,0.0,197.0,,11,18.07485,1.0,00,-66.579167,0.0,0,"4g, sn 1412",None,S,100.0,2019-10-30T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,204000.0,0
CELP,Cerrillos Dam Ponce,PR,Channel Identifier Blockette,88.0,CG,HN2,3,12,0.0,197.0,,11,18.07485,1.0,00,-66.579167,0.0,0,"4g,sn 1412",None,S,100.0,2019-10-30T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,204000.0,0
CELP,Cerrillos Dam Ponce,PR,Channel Identifier Blockette,0.0,CG,HNZ,3,12,-90.0,197.0,,11,18.07485,1.0,00,-66.579167,0.0,0,"4g,sn 1412",None,S,100.0,2019-10-30T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,204000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,90.0,CG,HHE,3,12,0.0,385.6,2004-04-21T10:00:00.000000Z,19,18.036786,2.0,,-65.91511,0.0,0,"CMG-40T,T4129",None,S,40.0,2000-12-19T10:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,959681000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,0.0,CG,HHN,3,12,0.0,385.6,2004-04-21T10:00:00.000000Z,19,18.036786,2.0,,-65.91511,0.0,0,"CMG-40T, T4129",None,S,40.0,2000-12-19T10:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,959681000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,0.0,CG,HHZ,3,12,-90.0,385.6,2004-04-21T10:00:00.000000Z,19,18.036786,2.0,,-65.91511,0.0,0,"CMG-40T,T4129",None,S,40.0,2000-12-19T10:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,959681000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,385.6,2005-08-27T13:00:00.000000Z,26,18.036786,2.0,,-65.91511,0.0,0,CMG-40T T4124 30s,None,S,40.0,2005-02-15T10:15:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,388396000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,385.6,2005-08-27T13:00:00.000000Z,26,18.036786,2.0,,-65.91511,0.0,0,CMG-40T T4124 30s,None,S,40.0,2005-02-15T10:15:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,400195000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,385.6,2005-08-27T13:00:00.000000Z,26,18.036786,2.0,,-65.91511,0.0,0,CMG-40T T4124 30s,None,S,40.0,2005-02-15T10:15:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,393312000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,385.0,2006-03-20T13:00:00.000000Z,15,18.036786,1.0,,-65.91511,0.0,0,CMG 3ESP 30s  T3263,None,S,40.0,2005-08-27T13:01:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1118780000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,385.0,2006-03-20T13:00:00.000000Z,15,18.036786,1.0,,-65.91511,0.0,0,CMG 3ESP 30s  T3263,None,S,40.0,2005-08-27T13:01:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1222270000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,385.0,2006-03-20T13:00:00.000000Z,15,18.036786,1.0,,-65.91511,0.0,0,CMG 3ESP 30s  T3263,None,S,40.0,2005-08-27T13:01:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1222270000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,385.0,2010-07-22T15:00:00.000000Z,19,18.036786,1.0,,-65.91511,0.0,0,CMG-40T T4129,None,S,40.0,2006-03-20T13:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1118780000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,385.0,2010-07-22T15:00:00.000000Z,19,18.036786,1.0,,-65.91511,0.0,0,CMG-40T T4129,None,S,40.0,2006-03-20T13:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1222270000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,385.0,2010-07-22T15:00:00.000000Z,19,18.036786,1.0,,-65.91511,0.0,0,CMG-40T T4129,None,S,40.0,2006-03-20T13:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1222270000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,385.0,2011-08-03T14:00:00.000000Z,19,18.036786,1.0,,-65.91511,0.0,0,CMG-40T T4132,None,S,40.0,2010-07-22T15:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1118780000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,385.0,2011-08-03T14:00:00.000000Z,19,18.036786,1.0,,-65.91511,0.0,0,CMG-40T T4132,None,S,40.0,2010-07-22T15:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1222270000.0,0
CPD,Cerro Pandura Yabucoa,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,385.0,2011-08-03T14:00:00.000000Z,19,18.036786,1.0,,-65.91511,0.0,0,CMG-40T T4132,None,S,40.0,2010-07-22T15:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1222270000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,119.9,2006-12-20T16:00:00.000000Z,6,18.0064,2.0,,-67.1096,0.0,0,CMG-3ESP 100 T3K97,None,S,40.0,2005-03-07T10:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1254880000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,119.9,2006-12-20T16:00:00.000000Z,6,18.0064,2.0,,-67.1096,0.0,0,CMG-3ESP 100 T3K97,None,S,40.0,2005-03-07T10:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1256760000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,119.9,2006-12-20T16:00:00.000000Z,6,18.0064,2.0,,-67.1096,0.0,0,CMG-3ESP 100 T3K97,None,S,40.0,2005-03-07T10:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1246080000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,119.9,2010-02-18T09:59:00.000000Z,17,18.0064,2.0,,-67.1096,0.0,0,CMG -40 T4132,None,S,40.0,2006-12-20T16:01:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,507078000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,119.9,2010-02-18T09:59:00.000000Z,17,18.0064,2.0,,-67.1096,0.0,0,CMG -40 T4132,None,S,40.0,2006-12-20T16:01:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,507078000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,119.9,2010-02-18T09:59:00.000000Z,17,18.0064,2.0,,-67.1096,0.0,0,CMG -40 T4132,None,S,40.0,2006-12-20T16:01:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,503303000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,119.9,2012-10-23T10:00:00.000000Z,27,18.0064,2.0,,-67.1096,0.0,0,T3D36,None,S,40.0,2010-02-18T10:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,627467000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,119.9,2012-10-23T10:00:00.000000Z,27,18.0064,2.0,,-67.1096,0.0,0,T3D36,None,S,40.0,2010-02-18T10:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,629984000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,119.9,2012-10-23T10:00:00.000000Z,27,18.0064,2.0,,-67.1096,0.0,0,T3D36,None,S,40.0,2010-02-18T10:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,622434000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,90.0,CG,HNE,3,12,0.0,119.9,2016-08-02T15:59:59.000000Z,7,18.0064,2.0,,-67.1096,0.0,0,S/N: 5036,None,S,100.0,2012-07-23T16:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,524498.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,HNN,3,12,0.0,119.9,2016-08-02T15:59:59.000000Z,7,18.0064,2.0,,-67.1096,0.0,0,S/N: 5036,None,S,100.0,2012-07-23T16:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,524498.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,HNZ,3,12,-90.0,119.9,2016-08-02T15:59:59.000000Z,7,18.0064,2.0,,-67.1096,0.0,0,S/N: 5036,None,S,100.0,2012-07-23T16:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,524498.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,119.9,2013-03-11T15:29:59.000000Z,28,18.0064,2.0,,-67.1096,0.0,0,T3060,None,S,40.0,2012-10-23T10:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,765783000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,119.9,2013-03-11T15:29:59.000000Z,28,18.0064,2.0,,-67.1096,0.0,0,T3060,None,S,40.0,2012-10-23T10:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,765783000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,119.9,2013-03-11T15:29:59.000000Z,28,18.0064,2.0,,-67.1096,0.0,0,T3060,None,S,40.0,2012-10-23T10:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,765783000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,119.9,2016-08-02T15:59:59.000000Z,27,18.0064,2.0,,-67.1096,0.0,0,T36119,None,S,40.0,2013-03-11T15:30:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,621426000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,119.9,2016-08-02T15:59:59.000000Z,27,18.0064,2.0,,-67.1096,0.0,0,T36119,None,S,40.0,2013-03-11T15:30:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,620588000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,119.9,2016-08-02T15:59:59.000000Z,27,18.0064,2.0,,-67.1096,0.0,0,T36119,None,S,40.0,2013-03-11T15:30:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,619749000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,119.9,2017-11-30T13:59:59.999900Z,27,18.0064,2.0,,-67.1096,0.0,0,T36119   Q330 s/n:3047,None,S,40.0,2016-08-02T16:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,621426000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,119.9,2017-11-30T13:59:59.999900Z,27,18.0064,2.0,,-67.1096,0.0,0,T36119 Q330 S/N: 3047,None,S,40.0,2016-08-02T16:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,620588000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,119.9,2017-11-30T13:59:59.999900Z,27,18.0064,2.0,,-67.1096,0.0,0,T36119 Q330 S/N:3047,None,S,40.0,2016-08-02T16:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,619749000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,90.0,CG,HNE,3,12,0.0,119.9,2020-06-23T09:00:00.000000Z,4,18.0064,2.0,,-67.1096,0.0,0,"S/N: 5036 2G, Q330 HR",None,S,100.0,2016-08-02T16:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,524498.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,HNN,3,12,0.0,119.9,2020-06-23T09:00:00.000000Z,4,18.0064,2.0,,-67.1096,0.0,0,"S/N: 5036 2G, Q330 HR",None,S,100.0,2016-08-02T16:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,524498.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,HNZ,3,12,-90.0,119.9,2020-06-23T09:00:00.000000Z,4,18.0064,2.0,,-67.1096,0.0,0,"S/N: 5036 2G, Q330 HR",None,S,100.0,2016-08-02T16:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,524498.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,119.9,2020-06-23T09:00:00.000000Z,29,18.0064,2.0,,-67.1096,0.0,0,"02365, Q330 HR",None,S,40.0,2017-11-30T14:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,501420000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,119.9,2020-06-23T09:00:00.000000Z,29,18.0064,2.0,,-67.1096,0.0,0,"02365, Q330 HR",None,S,40.0,2017-11-30T14:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,501420000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,119.9,2020-06-23T09:00:00.000000Z,29,18.0064,2.0,,-67.1096,0.0,0,"02365, Q330 HR",None,S,40.0,2017-11-30T14:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,501420000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,14.3,CG,HH1,3,12,0.0,64.9,,10,18.0064,3.0,00,-67.1096,0.0,0,"sn 0780, Centaur",None,S,100.0,2019-10-28T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,481000000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,104.3,CG,HH2,3,12,0.0,64.9,,10,18.0064,3.0,00,-67.1096,0.0,0,"sn 0780, Centaur",None,S,100.0,2019-10-28T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,481000000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,HHZ,3,12,-90.0,64.9,,10,18.0064,3.0,00,-67.1096,0.0,0,"sn 0780, Centaur",None,S,100.0,2019-10-28T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,481000000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,HN1,3,12,0.0,64.9,,11,18.0064,2.0,00,-67.1096,0.0,0,"4g, sn 1413, Centaur",None,S,100.0,2019-10-28T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,204000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,90.0,CG,HN2,3,12,0.0,64.9,,11,18.0064,2.0,00,-67.1096,0.0,0,"4g, sn 1413, Centaur",None,S,100.0,2019-10-28T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,204000.0,0
CRPR,Cabo Rojo,PR,Channel Identifier Blockette,0.0,CG,HNZ,3,12,-90.0,64.9,,11,18.0064,2.0,00,-67.1096,0.0,0,"4g, sn1413, Centaur",None,S,100.0,2019-10-28T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,204000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,7.0,2012-03-06T16:00:00.000000Z,6,18.307456,1.0,,-65.28256,0.0,0,Guralp T34714,None,S,40.0,2008-12-02T12:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,623103000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,7.0,2012-03-06T16:00:00.000000Z,6,18.307456,1.0,,-65.28256,0.0,0,Guralp T34714,None,S,40.0,2008-12-02T12:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,625619000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,7.0,2012-03-06T16:00:00.000000Z,6,18.307456,1.0,,-65.28256,0.0,0,Guralp T34714,None,S,40.0,2008-12-02T12:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,618910000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,90.0,CG,HNE,3,12,0.0,7.0,2020-01-26T16:00:00.000000Z,7,18.307456,1.0,,-65.28256,0.0,0,S/N: 3902 2G,None,S,100.0,2010-03-03T11:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,523616.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,0.0,CG,HNN,3,12,0.0,7.0,2020-01-26T16:00:00.000000Z,7,18.307456,1.0,,-65.28256,0.0,0,S/N: 3902 2G,None,S,100.0,2010-03-03T11:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,523784.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,0.0,CG,HNZ,3,12,-90.0,7.0,2020-01-26T16:00:00.000000Z,7,18.307456,1.0,,-65.28256,0.0,0,S/N: 3902 2G,None,S,100.0,2010-03-03T11:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,523700.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,7.0,2012-10-16T15:59:00.000000Z,30,18.307456,1.0,,-65.28256,0.0,0,Guralp T4T27,None,S,40.0,2012-03-06T17:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,331350000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,7.0,2012-10-16T15:59:00.000000Z,30,18.307456,1.0,,-65.28256,0.0,0,Guralp T4T27,None,S,40.0,2012-03-06T17:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,329672000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,7.0,2012-10-16T15:59:00.000000Z,30,18.307456,1.0,,-65.28256,0.0,0,Guralp T4T27,None,S,40.0,2012-03-06T17:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,334705000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,7.0,2020-01-26T16:00:00.000000Z,30,18.30746,1.0,,-65.28256,0.0,0,T4T26,None,S,40.0,2012-10-16T16:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,306313000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,7.0,2020-01-26T16:00:00.000000Z,30,18.30746,1.0,,-65.28256,0.0,0,T4T26,None,S,40.0,2012-10-16T16:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,306313000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,7.0,2020-01-26T16:00:00.000000Z,30,18.30746,1.0,,-65.28256,0.0,0,T4T26,None,S,40.0,2012-10-16T16:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,306313000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,354.0,CG,HH1,3,12,0.0,13.9,,10,18.307456,3.0,00,-65.28256,0.0,0,"sn 0795, Centaur",None,S,100.0,2020-01-27T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,481000000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,84.0,CG,HH2,3,12,0.0,13.9,,10,18.307456,3.0,00,-65.28256,0.0,0,"sn 0795, Centaur",None,S,100.0,2020-01-27T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,481000000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,0.0,CG,HHZ,3,12,-90.0,13.9,,10,18.307456,3.0,00,-65.28256,0.0,0,"sn 0795, Centaur",None,S,100.0,2020-01-27T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,481000000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,0.0,CG,HN1,3,12,0.0,13.9,,11,18.307456,1.0,00,-65.28256,0.0,0,"4g, sn 1440, Centaur",None,S,100.0,2020-01-27T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,204000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,90.0,CG,HN2,3,12,0.0,13.9,,11,18.307456,1.0,00,-65.28256,0.0,0,"4g, sn 1440, Centaur",None,S,100.0,2020-01-27T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,204000.0,0
CUPR,Culebra,PR,Channel Identifier Blockette,0.0,CG,HNZ,3,12,-90.0,13.9,,11,18.307456,1.0,00,-65.28256,0.0,0,"4g, sn 1440, Centaur",None,S,100.0,2020-01-27T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,204000.0,0
CVPR,"CROEV, Villalba",PR,Channel Identifier Blockette,90.0,CG,HNE,3,12,0.0,152.0,2020-12-08T15:00:00.000000Z,21,18.121306,0.0,,-66.497887,0.0,0,"4G, s/n 100867",None,S,100.0,2019-10-10T12:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,1710760.0,0
CVPR,"CROEV, Villalba",PR,Channel Identifier Blockette,0.0,CG,HNN,3,12,0.0,152.0,2020-12-08T15:00:00.000000Z,21,18.121306,0.0,,-66.497887,0.0,0,"4G, s/n 100867",None,S,100.0,2019-10-10T12:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,1710760.0,0
CVPR,"CROEV, Villalba",PR,Channel Identifier Blockette,0.0,CG,HNZ,3,12,-90.0,152.0,2020-12-08T15:00:00.000000Z,21,18.121306,0.0,,-66.497887,0.0,0,"4G, s/n 100867",None,S,100.0,2019-10-10T12:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,1710760.0,0
CVPR,"CROEV, Villalba",PR,Channel Identifier Blockette,0.0,CG,HN1,5,12,0.0,152.0,,21,18.121306,0.0,00,-66.497887,0.0,0,"4G, s/n 100871",None,S,100.0,2020-12-08T15:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,1710760.0,0
CVPR,"CROEV, Villalba",PR,Channel Identifier Blockette,90.0,CG,HN2,5,12,0.0,152.0,,21,18.121306,0.0,00,-66.497887,0.0,0,"4G, s/n 100871",None,S,100.0,2020-12-08T15:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,1710760.0,0
CVPR,"CROEV, Villalba",PR,Channel Identifier Blockette,0.0,CG,HNZ,5,12,-90.0,152.0,,21,18.121306,0.0,00,-66.497887,0.0,0,"4G, s/n 100871",None,S,100.0,2020-12-08T15:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,1710760.0,0
ECPR,Estacion Experimental de Corozal,PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,247.3,2017-06-22T16:00:00.000000Z,31,18.31874,2.0,,-66.36287,0.0,0,Senosr sn: G09191,None,S,40.0,2017-06-02T13:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1251430000.0,0
ECPR,Estacion Experimental de Corozal,PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,247.3,2017-06-22T16:00:00.000000Z,31,18.31874,2.0,,-66.36287,0.0,0,Senosr sn: G09191,None,S,40.0,2017-06-02T13:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1258940000.0,0
ECPR,Estacion Experimental de Corozal,PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,247.3,2017-06-22T16:00:00.000000Z,31,18.31874,2.0,,-66.36287,0.0,0,Senosr sn: G09191,None,S,40.0,2017-06-02T13:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,1243280000.0,0
ECPR,Estacion Experimental de Corozal,PR,Channel Identifier Blockette,90.0,CG,HNE,3,12,0.0,247.3,2017-06-22T16:00:00.000000Z,7,18.31874,2.0,,-66.36287,0.0,0,Sensor s/n:4117  4g,None,S,100.0,2017-06-02T13:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,392892.0,0
ECPR,Estacion Experimental de Corozal,PR,Channel Identifier Blockette,0.0,CG,HNN,3,12,0.0,247.3,2017-06-22T16:00:00.000000Z,7,18.31874,2.0,,-66.36287,0.0,0,Sensor s/n:4117  4g,None,S,100.0,2017-06-02T13:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,393898.0,0
ECPR,Estacion Experimental de Corozal,PR,Channel Identifier Blockette,0.0,CG,HNZ,3,12,-90.0,247.3,2017-06-22T16:00:00.000000Z,7,18.31874,2.0,,-66.36287,0.0,0,Sensor s/n:4117  4g,None,S,100.0,2017-06-02T13:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,393458.0,0
